"city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","population_proper","density","source","incorporated","timezone","zips","id"
"East Port Orchard","East Port Orchard","WA","Washington","53035","Kitsap","47.5192","-122.6183","","","961.3","polygon","False","America/Los_Angeles","98366","1840037838"
"North Omak","North Omak","WA","Washington","53047","Okanogan","48.4440","-119.4459","","","5.3","polygon","False","America/Los_Angeles","98841","1840037879"
"East Farms","East Farms","WA","Washington","53063","Spokane","47.7074","-117.0524","","","753.0","point","False","America/Los_Angeles","99025","1840037644"
"Eschbach","Eschbach","WA","Washington","53077","Yakima","46.6670","-120.6337","","","231.1","polygon","False","America/Los_Angeles","98908","1840017369"
"Chattaroy","Chattaroy","WA","Washington","53063","Spokane","47.8896","-117.3577","","","68.3","point","False","America/Los_Angeles","99003","1840037629"
"Inchelium","Inchelium","WA","Washington","53019","Ferry","48.3379","-118.2372","","","164.9","polygon","False","America/Los_Angeles","99138","1840017307"
"Maxwelton","Maxwelton","WA","Washington","53029","Island","47.9373","-122.4443","","","194.6","point","False","America/Los_Angeles","98236","1840037681"
"White Center","White Center","WA","Washington","53033","King","47.5086","-122.3480","","","4133.9","polygon","False","America/Los_Angeles","98106 98146 98168","1840037727"
"Medical Lake","Medical Lake","WA","Washington","53063","Spokane","47.5713","-117.6896","4825.0","4964","563","polygon","True","America/Los_Angeles","99022","1840019804"
"Lyman","Lyman","WA","Washington","53057","Skagit","48.5230","-122.0634","454","454","261","polygon","True","America/Los_Angeles","98263 98284","1840021069"
"Arlington","Arlington","WA","Washington","53061","Snohomish","48.1698","-122.1440","19112","19112","758","polygon","True","America/Los_Angeles","98223","1840018378"
"Ruston","Ruston","WA","Washington","53053","Pierce","47.2982","-122.5104","816","816","1227","polygon","True","America/Los_Angeles","98407","1840021132"
"McCleary","McCleary","WA","Washington","53027","Grays Harbor","47.0584","-123.2725","1630","1630","307","polygon","True","America/Los_Angeles","98557","1840019846"
"Sammamish","Sammamish","WA","Washington","53033","King","47.6045","-122.0446","63773","63773","1337","polygon","True","America/Los_Angeles","98075 98074","1840021115"
"Covington","Covington","WA","Washington","53033","King","47.3665","-122.1050","20478","20478","1359","polygon","True","America/Los_Angeles","98042","1840018425"
"McMillin","McMillin","WA","Washington","53053","Pierce","47.1286","-122.2374","","","245.2","polygon","False","America/Los_Angeles","98360 98374","1840023837"
"La Grande","La Grande","WA","Washington","53053","Pierce","46.8199","-122.2962","","","8.7","polygon","False","America/Los_Angeles","98328","1840023834"
"Cromwell","Cromwell","WA","Washington","53053","Pierce","47.2743","-122.6224","","","394.2","point","False","America/Los_Angeles","98335","1840037543"
"Berrydale","Berrydale","WA","Washington","53033","King","47.3398","-122.1279","","","358.7","point","False","America/Los_Angeles","98042","1840037515"
"Wenatchee","Wenatchee","WA","Washington","53007","Chelan","47.4251","-120.3290","71426.0","33921","1667","polygon","True","America/Los_Angeles","98801","1840021074"
"Urban","Urban","WA","Washington","53057","Skagit","48.6179","-122.6921","","","2.8","point","False","America/Los_Angeles","98221","1840037597"
"Maplewood","Maplewood","WA","Washington","53053","Pierce","47.3715","-122.5689","","","153.7","polygon","False","America/Los_Angeles","98332","1840037569"
"Marys Corner","Marys Corner","WA","Washington","53041","Lewis","46.5471","-122.8226","","","112.6","point","False","America/Los_Angeles","98532","1840037570"
"Mattawa","Mattawa","WA","Washington","53025","Grant","46.7365","-119.9023","4961.0","4413","2289","polygon","True","America/Los_Angeles","99349","1840022292"
"Cove","Cove","WA","Washington","53033","King","47.4520","-122.5079","","","125.5","point","False","America/Los_Angeles","98070","1840037635"
"Chico","Chico","WA","Washington","53035","Kitsap","47.6234","-122.7198","","","438.7","polygon","False","America/Los_Angeles","98312 98383","1840037630"
"Maple Falls","Maple Falls","WA","Washington","53073","Whatcom","48.9135","-122.1049","","","154.4","polygon","False","America/Los_Angeles","98244","1840017290"
"Colvos","Colvos","WA","Washington","53033","King","47.4762","-122.4907","","","118.3","point","False","America/Los_Angeles","98070","1840037541"
"Ames Lake","Ames Lake","WA","Washington","53033","King","47.6346","-121.9664","","","379.3","polygon","False","America/Los_Angeles","98014 98053","1840037846"
"Ellisforde","Ellisforde","WA","Washington","53047","Okanogan","48.7899","-119.4012","","","28.7","point","False","America/Los_Angeles","98855","1840037843"
"Pine Lake","Pine Lake","WA","Washington","53033","King","47.5787","-122.0462","","","1057.1","point","False","America/Los_Angeles","98075","1840037881"
"Tampico","Tampico","WA","Washington","53077","Yakima","46.5325","-120.8727","","","35.6","polygon","False","America/Los_Angeles","98903","1840023857"
"Colton","Colton","WA","Washington","53075","Whitman","46.5677","-117.1284","466","466","304","polygon","True","America/Los_Angeles","99113","1840022315"
"Usk","Usk","WA","Washington","53051","Pend Oreille","48.3138","-117.2797","","","120.0","point","False","America/Los_Angeles","99180","1840037828"
"Cle Elum","Cle Elum","WA","Washington","53037","Kittitas","47.1937","-120.9575","3685.0","1949","197","polygon","True","America/Los_Angeles","98943 98922","1840018440"
"Omak","Omak","WA","Washington","53047","Okanogan","48.4214","-119.5178","8208.0","4833","539","polygon","True","America/Los_Angeles","98841","1840019761"
"Harrington","Harrington","WA","Washington","53043","Lincoln","47.4799","-118.2555","401","401","405","polygon","True","America/Los_Angeles","99134","1840019819"
"Sedro-Woolley","Sedro-Woolley","WA","Washington","53057","Skagit","48.5095","-122.2344","11476","11476","1128","polygon","True","America/Los_Angeles","98284","1840021066"
"Cherry Grove","Cherry Grove","WA","Washington","53011","Clark","45.8021","-122.5764","","","120.6","polygon","False","America/Los_Angeles","98604","1840037538"
"La Push","La Push","WA","Washington","53009","Clallam","47.9087","-124.6366","","","149.1","point","False","America/Los_Angeles","98350","1840037839"
"Lake Ketchum","Lake Ketchum","WA","Washington","53061","Snohomish","48.2820","-122.3480","","","352.6","polygon","False","America/Los_Angeles","98292","1840037852"
"Arletta","Arletta","WA","Washington","53053","Pierce","47.2901","-122.6676","","","251.3","point","False","America/Los_Angeles","98335","1840037616"
"Opportunity","Opportunity","WA","Washington","53063","Spokane","47.6574","-117.2399","","","1210.6","point","False","America/Los_Angeles","99206","1840037693"
"Glenoma","Glenoma","WA","Washington","53041","Lewis","46.5146","-122.1601","","","30.1","point","False","America/Los_Angeles","98336","1840037768"
"Curlew","Curlew","WA","Washington","53019","Ferry","48.8777","-118.6045","","","66.4","polygon","False","America/Los_Angeles","99118","1840025242"
"Midland","Midland","WA","Washington","53053","Pierce","47.1734","-122.4120","","","783.9","polygon","False","America/Los_Angeles","98404 98445","1840018452"
"Adna","Adna","WA","Washington","53041","Lewis","46.6290","-123.0612","","","72.0","point","False","America/Los_Angeles","98532","1840037489"
"Roslyn","Roslyn","WA","Washington","53037","Kittitas","47.2511","-121.0992","927","927","81","polygon","True","America/Los_Angeles","98941 98068 98925","1840019842"
"Deer Park","Deer Park","WA","Washington","53063","Spokane","47.9642","-117.4398","3780.0","3987","223","polygon","True","America/Los_Angeles","99006","1840018400"
"Tracyton","Tracyton","WA","Washington","53035","Kitsap","47.6095","-122.6533","","","787.1","polygon","False","America/Los_Angeles","98310 98311","1840018408"
"Hunts Point","Hunts Point","WA","Washington","53033","King","47.6418","-122.2289","439","439","552","polygon","True","America/Los_Angeles","98004","1840021122"
"Koontzville","Koontzville","WA","Washington","53047","Okanogan","48.0157","-118.9472","","","27.6","point","False","America/Los_Angeles","99116","1840037560"
"Fruitland","Fruitland","WA","Washington","53065","Stevens","48.0710","-118.1989","","","5.1","point","False","America/Los_Angeles","99129","1840037552"
"Chewelah","Chewelah","WA","Washington","53065","Stevens","48.2929","-117.7337","2635","2635","341","polygon","True","America/Los_Angeles","99109","1840018360"
"Mohler","Mohler","WA","Washington","53043","Lincoln","47.4049","-118.3291","","","4.0","point","False","America/Los_Angeles","99134","1840037575"
"East Renton Highlands","East Renton Highlands","WA","Washington","53033","King","47.4718","-122.0854","","","318.4","polygon","False","America/Los_Angeles","98027 98059 98038","1840037866"
"Sunnyside","Sunnyside","WA","Washington","53077","Yakima","46.3159","-120.0058","17931.0","16411","843","polygon","True","America/Los_Angeles","98944","1840021150"
"Long Lake","Long Lake","WA","Washington","53043","Lincoln","47.8360","-117.8488","","","11.4","point","False","America/Los_Angeles","99013","1840037566"
"Wauna","Wauna","WA","Washington","53053","Pierce","47.3862","-122.6692","","","429.3","polygon","False","America/Los_Angeles","98329","1840023842"
"Liberty","Liberty","WA","Washington","53037","Kittitas","47.2537","-120.6654","","","15.0","point","False","America/Los_Angeles","98922","1840037787"
"Normandy Park","Normandy Park","WA","Washington","53033","King","47.4344","-122.3436","6651","6651","1019","polygon","True","America/Los_Angeles","98166","1840019832"
"Parkwood","Parkwood","WA","Washington","53035","Kitsap","47.5266","-122.5986","","","918.9","polygon","False","America/Los_Angeles","98366","1840037518"
"Jamestown","Jamestown","WA","Washington","53009","Clallam","48.1229","-123.0911","","","145.8","polygon","False","America/Los_Angeles","98382","1840037668"
"Forks","Forks","WA","Washington","53009","Clallam","47.9526","-124.3906","4219.0","3783","354","polygon","True","America/Los_Angeles","98331","1840019781"
"Wallula","Wallula","WA","Washington","53071","Walla Walla","46.0847","-118.9056","","","213.0","polygon","False","America/Los_Angeles","99363","1840018489"
"SeaTac","SeaTac","WA","Washington","53033","King","47.4444","-122.2985","28873","28873","1111","polygon","True","America/Los_Angeles","98158 98148 98198 98168 98188 98131","1840021116"
"Royal City","Royal City","WA","Washington","53025","Grant","46.9000","-119.6143","2196","2196","629","polygon","True","America/Los_Angeles","99357","1840019816"
"Beaux Arts Village","Beaux Arts Village","WA","Washington","53033","King","47.5853","-122.2009","326","326","1515","polygon","True","America/Los_Angeles","98004","1840019838"
"Steilacoom","Steilacoom","WA","Washington","53053","Pierce","47.1702","-122.5938","6309","6309","1191","polygon","True","America/Los_Angeles","98388","1840022309"
"Northport","Northport","WA","Washington","53065","Stevens","48.9158","-117.7799","290","290","193","polygon","True","America/Los_Angeles","99157","1840022274"
"Eldon","Eldon","WA","Washington","53045","Mason","47.5454","-123.0460","","","9.2","point","False","America/Los_Angeles","98555","1840037764"
"Ridgefield","Ridgefield","WA","Washington","53011","Clark","45.8112","-122.7053","6318.0","7066","385","polygon","True","America/Los_Angeles","98642","1840019909"
"Ryderwood","Ryderwood","WA","Washington","53015","Cowlitz","46.3750","-123.0441","","","332.9","polygon","False","America/Los_Angeles","98581","1840025275"
"Manchester","Manchester","WA","Washington","53035","Kitsap","47.5519","-122.5517","","","870.2","polygon","False","America/Los_Angeles","98366","1840017336"
"Vashon Heights","Vashon Heights","WA","Washington","53033","King","47.5057","-122.4654","","","492.3","point","False","America/Los_Angeles","98070","1840037598"
"Salmon Creek","Salmon Creek","WA","Washington","53011","Clark","45.7099","-122.6632","","","406.7","polygon","False","America/Los_Angeles","98686 98685","1840018520"
"Vantage","Vantage","WA","Washington","53037","Kittitas","46.9453","-119.9922","","","116.0","polygon","False","America/Los_Angeles","98950","1840018441"
"Creston","Creston","WA","Washington","53043","Lincoln","47.7596","-118.5199","218","218","205","polygon","True","America/Los_Angeles","99117","1840021109"
"Soap Lake","Soap Lake","WA","Washington","53025","Grant","47.3884","-119.4905","1571","1571","467","polygon","True","America/Los_Angeles","98851","1840021102"
"Silver Firs","Silver Firs","WA","Washington","53061","Snohomish","47.8635","-122.1497","","","2275.3","polygon","False","America/Los_Angeles","98296 98012 98208","1840037898"
"Plaza","Plaza","WA","Washington","53063","Spokane","47.3202","-117.3838","","","23.5","point","False","America/Los_Angeles","99170","1840037701"
"Machias","Machias","WA","Washington","53061","Snohomish","47.9917","-122.0515","","","258.3","polygon","False","America/Los_Angeles","98258 98290","1840017325"
"Neah Bay","Neah Bay","WA","Washington","53009","Clallam","48.3612","-124.6115","","","1589.2","polygon","False","America/Los_Angeles","98357","1840023937"
"Malo","Malo","WA","Washington","53019","Ferry","48.7996","-118.6120","","","27.2","polygon","False","America/Los_Angeles","99150","1840026093"
"Clyde Hill","Clyde Hill","WA","Washington","53033","King","47.6303","-122.2180","3268","3268","1195","polygon","True","America/Los_Angeles","98004","1840018413"
"Keyport","Keyport","WA","Washington","53035","Kitsap","47.6993","-122.6232","","","579.7","polygon","False","America/Los_Angeles","98345","1840023797"
